day,start time 3h interval (utc),location,height above ground in m,u-component wind in m/s,v-component wind in m/s,temperature in °C,global surface radiation in W/m2
191,18:00,6,100,1.85,-2.62,13.65,0
191,21:00,6,100,1.70,-2.29,13.15,0
192,00:00,6,100,1.16,-3.51,13.05,0
192,03:00,6,100,-0.77,-2.94,12.15,0
192,06:00,6,100,-1.79,-1.06,10.55,40
192,09:00,6,100,-3.14,0.46,10.15,110
192,12:00,6,100,-2.84,0.05,10.75,70
192,15:00,6,100,-4.77,-0.72,10.35,40
192,18:00,6,100,-4.88,-0.24,9.75,0
192,21:00,6,100,-6.40,1.29,8.65,0
193,00:00,6,100,-5.76,1.79,7.65,0
193,03:00,6,100,-6.44,0.72,6.75,0
193,06:00,6,100,-6.96,0.77,5.85,210
193,09:00,6,100,-7.55,-0.16,6.55,337
193,12:00,6,100,-6.06,-0.73,9.25,360
193,15:00,6,100,-8.44,-1.67,9.05,200
193,18:00,6,100,-8.56,-1.80,6.95,0
193,21:00,6,100,-9.79,-0.24,5.35,0
194,00:00,6,100,-9.60,0.65,3.95,0
194,03:00,6,100,-9.67,-0.23,3.05,0
194,06:00,6,100,-9.32,-0.86,2.15,210
194,09:00,6,100,-11.12,0.30,5.35,340
194,12:00,6,100,-8.45,0.26,8.05,360
194,15:00,6,100,-10.56,-0.33,8.15,200
194,18:00,6,100,-7.93,-0.61,7.05,0
194,21:00,6,100,-9.63,0.00,5.55,0
195,00:00,6,100,-9.30,1.43,3.95,0
195,03:00,6,100,-8.72,1.63,2.85,0
195,06:00,6,100,-7.76,0.93,1.75,200
195,09:00,6,100,-8.22,1.40,4.05,340
195,12:00,6,100,-6.48,1.27,6.45,320
195,15:00,6,100,-8.31,0.85,6.55,180
195,18:00,6,100,-7.64,-0.52,4.95,0
195,21:00,6,100,-8.37,-0.16,4.25,0
196,00:00,6,100,-8.80,0.42,3.65,0
196,03:00,6,100,-8.79,-0.34,2.35,0
196,06:00,6,100,-7.60,-2.15,1.65,190
196,09:00,6,100,-7.30,-1.13,3.85,301
196,12:00,6,100,-4.98,-1.68,5.45,220
196,15:00,6,100,-4.44,-2.33,6.05,110
196,18:00,6,100,0.07,0.34,5.25,0
196,21:00,6,100,-0.02,-0.06,5.15,0
197,00:00,6,100,-1.68,-1.35,5.55,0
197,03:00,6,100,-5.84,-1.48,4.45,0
197,06:00,6,100,-5.08,-2.48,3.25,60
197,09:00,6,100,-7.90,-2.23,4.25,80
197,12:00,6,100,-6.40,-3.18,4.85,70
197,15:00,6,100,-8.33,-3.26,5.55,40
197,18:00,6,100,-6.39,-2.33,5.35,0
197,21:00,6,100,-7.06,-2.44,5.25,0
198,00:00,6,100,-4.91,-1.46,5.15,0
198,03:00,6,100,-5.43,-3.31,5.05,0
198,06:00,6,100,-3.15,-4.82,5.65,20
198,09:00,6,100,-7.29,-5.31,6.15,30
198,12:00,6,100,-6.68,-4.27,6.25,30
198,15:00,6,100,-8.09,-2.53,5.75,20
198,18:00,6,100,-6.20,-1.42,5.45,0
198,21:00,6,100,-6.53,-2.12,5.35,0
199,00:00,6,100,-3.42,-1.45,5.05,0
199,03:00,6,100,-3.59,-3.43,5.15,0
199,06:00,6,100,-1.92,-2.36,5.25,10
199,09:00,6,100,1.16,-1.88,5.15,17
199,12:00,6,100,3.22,-0.99,5.25,20
199,15:00,6,100,2.46,-0.37,5.65,10
199,18:00,6,100,-1.10,1.25,5.95,0
199,21:00,6,100,0.10,2.73,5.65,0
200,00:00,6,100,0.93,1.80,5.75,0
200,03:00,6,100,1.47,2.10,5.05,0
200,06:00,6,100,1.00,1.40,5.05,90
200,09:00,6,100,0.70,0.50,5.95,120
200,12:00,6,100,1.20,0.30,7.55,70
200,15:00,6,100,1.19,0.18,7.65,45
200,18:00,6,100,3.60,0.77,7.15,0
200,21:00,6,100,4.87,1.17,6.55,0
201,00:00,6,100,4.69,1.10,6.35,0
201,03:00,6,100,6.34,2.93,6.35,0
201,06:00,6,100,5.62,3.88,5.85,40
201,09:00,6,100,5.69,3.37,6.35,71
201,12:00,6,100,3.60,2.90,7.15,80
201,15:00,6,100,3.00,2.70,7.35,46
201,18:00,6,100,2.34,1.60,6.75,0
201,21:00,6,100,2.90,1.20,6.65,0
202,00:00,6,100,2.30,0.40,7.05,0
202,03:00,6,100,-0.40,-3.60,8.25,0
202,06:00,6,100,-3.66,-5.40,8.65,150
202,09:00,6,100,-3.23,-4.40,8.95,272
202,12:00,6,100,-2.52,-2.79,10.95,260
202,15:00,6,100,-1.62,-3.12,11.15,138
202,18:00,6,100,-0.40,-3.40,9.85,0
202,21:00,6,100,-1.12,-2.80,9.55,0
203,00:00,6,100,-2.30,-1.80,8.95,0
203,03:00,6,100,-1.10,-1.50,8.75,0
203,06:00,6,100,-0.60,-1.90,7.35,140
203,09:00,6,100,1.09,-1.98,8.45,230
203,12:00,6,100,2.10,-2.80,9.45,160
203,15:00,6,100,2.10,-3.59,9.75,90
203,18:00,6,100,2.40,-2.60,8.75,0
203,21:00,6,100,3.79,-1.52,8.45,0
204,00:00,6,100,3.60,-1.10,8.05,0
204,03:00,6,100,3.90,-0.20,7.75,0
204,06:00,6,100,3.10,2.40,7.55,110
204,09:00,6,100,4.51,3.75,8.35,189
204,12:00,6,100,4.35,4.33,10.55,130
204,15:00,6,100,5.59,5.42,10.65,70
204,18:00,6,100,3.32,6.25,9.55,0
204,21:00,6,100,4.58,7.79,9.15,0
205,00:00,6,100,3.76,6.66,8.85,0
205,03:00,6,100,5.78,7.29,8.85,0
205,06:00,6,100,4.16,6.21,8.85,20
205,09:00,6,100,7.59,6.04,9.55,32
205,12:00,6,100,5.97,5.54,10.85,20
205,15:00,6,100,10.13,4.12,10.65,10
205,18:00,6,100,9.50,-0.10,11.65,0
205,21:00,6,100,10.16,-0.78,10.85,0
206,00:00,6,100,8.50,2.10,10.25,0
206,03:00,6,100,9.83,1.20,10.05,0
206,06:00,6,100,7.60,1.40,8.95,140
206,09:00,6,100,8.73,-0.34,10.55,259
206,12:00,6,100,7.10,-0.20,12.55,130
206,15:00,6,100,5.90,0.20,12.55,70
206,18:00,6,100,2.50,2.60,11.25,0
206,21:00,6,100,2.59,3.81,10.05,0
207,00:00,6,100,1.63,3.59,9.85,0
207,03:00,6,100,0.50,4.95,10.35,0
207,06:00,6,100,-2.15,6.36,8.85,50
207,09:00,6,100,-0.87,7.28,9.85,121
207,12:00,6,100,0.88,4.60,11.65,80
207,15:00,6,100,2.55,5.43,11.25,40
207,18:00,6,100,2.38,4.88,10.55,0
207,21:00,6,100,5.54,5.23,9.75,0
208,00:00,6,100,6.30,3.32,9.65,0
208,03:00,6,100,6.74,4.15,9.65,0
208,06:00,6,100,6.14,0.57,9.45,120
208,09:00,6,100,6.27,-3.61,10.95,250
208,12:00,6,100,5.58,-2.59,12.05,260
208,15:00,6,100,4.68,-3.41,11.65,130
208,18:00,6,100,1.43,-1.52,9.95,0
208,21:00,6,100,1.22,0.75,9.95,0
209,00:00,6,100,-0.68,2.22,9.35,0
209,03:00,6,100,-3.14,3.06,8.65,0
209,06:00,6,100,-5.97,3.25,6.65,110
209,09:00,6,100,-6.56,4.84,7.85,229
209,12:00,6,100,-5.03,3.66,10.95,240
209,15:00,6,100,-7.14,4.23,10.95,130
209,18:00,6,100,-7.54,2.77,9.15,0
209,21:00,6,100,-8.41,4.97,7.95,0
210,00:00,6,100,-7.94,4.50,6.95,0
210,03:00,6,100,-8.44,4.32,6.25,0
210,06:00,6,100,-6.69,3.63,5.15,130
210,09:00,6,100,-6.41,4.49,6.95,242
210,12:00,6,100,-4.60,2.84,8.95,250
210,15:00,6,100,-7.67,3.61,9.85,130
210,18:00,6,100,-7.91,3.87,8.95,0
210,21:00,6,100,-8.30,5.33,8.35,0
211,00:00,6,100,-7.16,3.84,7.75,0
211,03:00,6,100,-8.63,3.24,6.75,0
211,06:00,6,100,-8.44,3.09,5.55,50
211,09:00,6,100,-8.81,4.24,6.45,110
211,12:00,6,100,-6.04,3.16,7.15,120
211,15:00,6,100,-7.63,3.71,7.85,70
211,18:00,6,100,-5.58,3.67,7.65,0
211,21:00,6,100,-6.47,4.55,7.25,0
212,00:00,6,100,-4.10,4.14,7.25,0
212,03:00,6,100,-2.85,3.75,6.95,0
212,06:00,6,100,-0.58,2.79,6.25,110
212,09:00,6,100,-0.47,1.96,7.45,210
212,12:00,6,100,1.49,-0.13,10.25,160
212,15:00,6,100,1.73,0.06,11.05,80
212,18:00,6,100,0.50,0.44,10.55,0
212,21:00,6,100,-0.34,1.14,10.75,0
213,00:00,6,100,-0.30,1.07,10.75,0
213,03:00,6,100,-1.91,1.84,10.95,0
213,06:00,6,100,-3.40,2.50,10.25,70
213,09:00,6,100,-3.40,3.30,10.65,190
213,12:00,6,100,-2.80,2.70,12.55,160
213,15:00,6,100,-5.80,2.90,11.85,80
213,18:00,6,100,-5.80,3.10,9.55,0
213,21:00,6,100,-7.20,4.90,8.15,0
214,00:00,6,100,-6.90,4.80,7.05,0
214,03:00,6,100,-7.26,4.32,6.55,0
214,06:00,6,100,-7.30,2.60,5.95,40
214,09:00,6,100,-7.70,4.29,6.75,169
214,12:00,6,100,-4.60,3.20,9.45,220
214,15:00,6,100,-5.26,5.60,10.65,110
214,18:00,6,100,-5.60,8.00,10.35,0
214,21:00,6,100,-0.90,8.40,10.25,0
215,00:00,6,100,2.10,6.00,9.15,0
215,03:00,6,100,4.40,3.28,8.45,0
215,06:00,6,100,3.20,3.70,8.05,110
215,09:00,6,100,4.64,3.39,8.05,216
215,12:00,6,100,2.30,1.08,11.15,220
215,15:00,6,100,2.56,2.30,11.45,110
215,18:00,6,100,2.20,-0.40,10.15,0
215,21:00,6,100,-0.18,-1.51,9.25,0
216,00:00,6,100,-1.20,-0.40,8.65,0
216,03:00,6,100,-0.77,0.65,8.95,0
216,06:00,6,100,-1.00,0.60,7.15,110
216,09:00,6,100,-1.72,1.37,7.85,220
216,12:00,6,100,-2.20,2.17,9.35,210
216,15:00,6,100,-3.64,2.46,10.55,110
216,18:00,6,100,-5.06,3.40,8.75,0
216,21:00,6,100,-4.73,4.96,8.65,0
217,00:00,6,100,-2.87,5.24,7.95,0
217,03:00,6,100,0.10,5.18,7.15,0
217,06:00,6,100,-0.30,2.31,4.35,110
217,09:00,6,100,1.02,2.75,5.55,220
217,12:00,6,100,0.10,0.53,5.55,220
217,15:00,6,100,-0.33,0.25,7.35,110
217,18:00,6,100,-1.72,0.20,5.85,0
217,21:00,6,100,-1.55,2.08,6.75,0
218,00:00,6,100,-0.95,1.24,7.75,0
218,03:00,6,100,-2.96,2.68,8.55,0
218,06:00,6,100,-2.64,4.20,7.15,90
218,09:00,6,100,-0.34,4.63,8.05,200
218,12:00,6,100,0.68,2.95,10.75,200
218,15:00,6,100,-0.32,5.42,12.35,100
218,18:00,6,100,-1.17,6.57,12.75,0
218,21:00,6,100,1.44,5.82,12.75,0
219,00:00,6,100,3.29,5.83,11.85,0
219,03:00,6,100,3.47,5.61,10.75,0
219,06:00,6,100,2.63,4.82,10.55,20
219,09:00,6,100,2.30,4.95,11.05,60
219,12:00,6,100,0.67,3.66,13.05,130
219,15:00,6,100,-0.33,5.30,13.55,60
219,18:00,6,100,-2.30,6.16,13.35,0
219,21:00,6,100,-1.36,7.50,12.95,0
220,00:00,6,100,2.35,7.72,13.15,0
220,03:00,6,100,4.08,7.09,12.45,0
220,06:00,6,100,-0.48,7.95,12.35,10
220,09:00,6,100,5.99,7.71,13.05,70
220,12:00,6,100,5.59,3.77,14.15,30
220,15:00,6,100,6.57,4.91,14.05,10
220,18:00,6,100,3.17,5.01,13.65,0
220,21:00,6,100,2.92,9.11,13.25,0
221,00:00,6,100,6.86,8.24,13.85,0
221,03:00,6,100,11.96,1.18,14.95,0
221,06:00,6,100,6.18,0.40,14.45,50
221,09:00,6,100,6.20,2.59,14.45,80
221,12:00,6,100,5.78,5.49,15.65,30
221,15:00,6,100,5.00,9.56,15.65,20
221,18:00,6,100,3.81,11.58,16.35,0
221,21:00,6,100,16.54,6.62,15.85,0
222,00:00,6,100,14.35,-0.10,14.25,0
222,03:00,6,100,13.92,-2.89,12.35,0
222,06:00,6,100,7.56,0.23,10.85,80
222,09:00,6,100,7.18,0.86,10.95,190
222,12:00,6,100,1.11,3.04,12.65,170
222,15:00,6,100,-0.25,6.04,12.75,90
222,18:00,6,100,-2.70,7.66,11.55,0
222,21:00,6,100,-0.60,10.69,11.55,0
223,00:00,6,100,5.08,8.21,13.05,0
223,03:00,6,100,12.43,5.35,14.35,0
223,06:00,6,100,9.92,0.08,13.65,80
223,09:00,6,100,13.56,-0.27,12.25,120
223,12:00,6,100,NaN,NaN,NaN,NaN
223,15:00,6,100,NaN,NaN,NaN,NaN
223,18:00,6,100,12.09,5.32,10.95,0
223,21:00,6,100,15.89,7.31,11.65,0
224,00:00,6,100,12.59,6.88,11.85,0
224,03:00,6,100,17.37,6.62,12.45,0
224,06:00,6,100,12.83,3.40,13.55,0
224,09:00,6,100,15.87,2.37,14.15,40
224,12:00,6,100,11.93,3.47,14.75,20
224,15:00,6,100,14.10,3.11,14.55,10
224,18:00,6,100,10.23,4.02,14.45,0
224,21:00,6,100,12.59,2.91,14.05,0
225,00:00,6,100,11.36,1.83,14.15,0
225,03:00,6,100,12.77,1.21,13.75,0
225,06:00,6,100,8.90,3.01,12.95,10
225,09:00,6,100,10.29,5.42,12.55,20
225,12:00,6,100,8.11,5.39,12.55,20
225,15:00,6,100,10.45,5.64,12.05,10
225,18:00,6,100,7.31,5.63,11.35,0
225,21:00,6,100,9.94,6.35,11.45,0
226,00:00,6,100,9.01,5.98,11.15,0
226,03:00,6,100,11.30,5.45,11.05,0
226,06:00,6,100,8.80,2.90,11.65,20
226,09:00,6,100,10.84,2.06,11.95,30
226,12:00,6,100,7.88,0.26,12.85,70
226,15:00,6,100,7.46,2.21,12.75,40
226,18:00,6,100,2.63,5.67,12.25,0
226,21:00,6,100,2.10,7.80,11.75,0
227,00:00,6,100,0.46,7.02,11.55,0
227,03:00,6,100,2.65,9.80,11.45,0
227,06:00,6,100,4.32,8.19,11.65,20
227,09:00,6,100,11.17,8.25,12.25,40
227,12:00,6,100,9.99,3.69,12.45,90
227,15:00,6,100,10.59,3.99,11.25,50
227,18:00,6,100,7.39,7.32,8.55,0
227,21:00,6,100,15.10,3.32,7.75,0
228,00:00,6,100,11.61,6.67,6.45,0
228,03:00,6,100,15.39,6.52,6.75,0
228,06:00,6,100,12.05,6.80,5.75,60
228,09:00,6,100,15.78,3.72,6.85,160
228,12:00,6,100,12.27,3.67,8.35,120
228,15:00,6,100,13.49,2.62,8.15,60
228,18:00,6,100,8.62,5.41,6.85,0
228,21:00,6,100,10.33,7.41,6.45,0
229,00:00,6,100,4.58,7.10,6.45,0
229,03:00,6,100,2.49,7.91,7.45,0
229,06:00,6,100,7.02,5.52,10.45,0
229,09:00,6,100,18.43,2.21,12.35,10
229,12:00,6,100,15.81,0.38,12.45,10
229,15:00,6,100,17.74,-2.21,12.75,0
229,18:00,6,100,8.99,-1.40,12.15,0
229,21:00,6,100,12.27,-0.13,12.85,0
230,00:00,6,100,11.88,2.42,12.25,0
230,03:00,6,100,12.87,4.00,12.15,0
230,06:00,6,100,7.82,6.24,11.55,0
230,09:00,6,100,11.52,7.41,11.35,20
230,12:00,6,100,8.51,7.11,11.15,20
230,15:00,6,100,10.74,8.61,11.05,10
230,18:00,6,100,8.53,6.45,10.95,0
230,21:00,6,100,9.97,5.68,10.45,0
231,00:00,6,100,7.45,5.42,9.55,0
231,03:00,6,100,8.77,7.04,9.85,0
231,06:00,6,100,3.80,5.12,9.35,20
231,09:00,6,100,5.16,6.82,10.35,50
231,12:00,6,100,6.28,3.80,11.45,40
231,15:00,6,100,8.99,4.56,12.15,20
231,18:00,6,100,5.54,7.98,11.85,0
231,21:00,6,100,14.50,12.46,13.45,0
232,00:00,6,100,17.58,5.94,12.75,0
232,03:00,6,100,21.05,4.48,11.55,0
232,06:00,6,100,17.87,-1.50,10.65,0
232,09:00,6,100,17.59,-4.14,10.15,50
232,12:00,6,100,11.20,3.35,10.05,40
232,15:00,6,100,11.05,6.70,10.45,20
232,18:00,6,100,8.75,9.16,11.15,0
232,21:00,6,100,15.79,11.77,10.85,0
233,00:00,6,100,14.11,5.16,11.05,0
233,03:00,6,100,16.91,5.13,9.95,0
233,06:00,6,100,15.36,5.93,10.05,30
233,09:00,6,100,21.15,3.58,9.95,130
233,12:00,6,100,15.25,2.84,10.45,80
233,15:00,6,100,16.36,2.05,9.75,40
233,18:00,6,100,9.14,4.32,8.75,0
233,21:00,6,100,12.41,4.04,7.95,0
234,00:00,6,100,10.90,4.18,6.75,0
234,03:00,6,100,11.65,2.72,6.65,0
234,06:00,6,100,8.51,4.10,5.65,50
234,09:00,6,100,12.34,2.26,6.55,140
234,12:00,6,100,8.69,3.00,7.65,120
234,15:00,6,100,9.98,3.91,7.25,60
234,18:00,6,100,6.99,4.43,5.85,0
234,21:00,6,100,10.49,4.27,5.05,0
235,00:00,6,100,7.95,4.53,3.85,0
235,03:00,6,100,7.53,5.49,2.85,0
235,06:00,6,100,3.28,4.60,2.15,50
235,09:00,6,100,6.44,2.57,2.75,140
235,12:00,6,100,5.00,0.70,4.35,90
235,15:00,6,100,4.79,-2.28,4.05,40
235,18:00,6,100,3.20,-7.80,2.05,0
235,21:00,6,100,4.07,-8.32,1.35,0
236,00:00,6,100,3.90,-5.10,1.05,0
236,03:00,6,100,6.57,-0.68,1.55,0
236,06:00,6,100,6.40,-2.00,0.85,50
236,09:00,6,100,5.03,-6.81,0.65,120
236,12:00,6,100,6.60,-6.40,0.95,50
236,15:00,6,100,8.22,-9.88,0.95,30
236,18:00,6,100,0.21,-6.77,0.05,0
236,21:00,6,100,-1.96,-6.20,-0.55,0
237,00:00,6,100,0.48,-6.55,1.25,0
237,03:00,6,100,0.41,-10.27,0.95,0
237,06:00,6,100,0.49,-6.86,-0.55,50
237,09:00,6,100,1.60,-5.97,-0.75,150
237,12:00,6,100,1.95,-0.65,1.35,150
237,15:00,6,100,4.97,2.62,1.75,70
237,18:00,6,100,5.45,5.43,1.85,0
237,21:00,6,100,7.35,7.62,1.35,0
238,00:00,6,100,5.84,7.50,1.65,0
238,03:00,6,100,6.45,9.42,1.25,0
238,06:00,6,100,3.07,9.91,1.45,30
238,09:00,6,100,6.00,12.68,2.05,60
238,12:00,6,100,4.30,10.36,3.25,50
238,15:00,6,100,6.38,14.14,2.65,30
238,18:00,6,100,3.41,10.34,1.55,0
238,21:00,6,100,6.01,11.14,1.35,0
239,00:00,6,100,3.61,8.02,0.95,0
239,03:00,6,100,5.21,7.05,1.55,0
239,06:00,6,100,3.77,5.50,2.05,10
239,09:00,6,100,5.62,6.02,3.15,30
239,12:00,6,100,5.46,2.61,4.85,30
239,15:00,6,100,6.38,2.61,5.05,20
239,18:00,6,100,4.77,1.81,4.15,0
239,21:00,6,100,6.23,0.67,3.95,0
240,00:00,6,100,4.64,-3.45,4.55,0
240,03:00,6,100,4.01,-4.78,4.75,0
240,06:00,6,100,5.00,-2.60,4.55,40
240,09:00,6,100,5.50,-2.05,4.85,130
240,12:00,6,100,4.00,-0.80,6.35,120
240,15:00,6,100,4.62,-1.24,6.65,60
240,18:00,6,100,3.71,0.92,5.75,0
240,21:00,6,100,5.36,1.32,5.05,0
241,00:00,6,100,4.84,3.31,3.65,0
241,03:00,6,100,6.37,5.10,3.05,0
241,06:00,6,100,3.66,6.60,1.75,40
241,09:00,6,100,4.51,8.62,2.15,120
241,12:00,6,100,3.57,6.67,4.25,110
241,15:00,6,100,3.20,9.77,4.15,60
241,18:00,6,100,1.07,9.33,3.45,0
241,21:00,6,100,3.47,11.68,2.25,0
242,00:00,6,100,2.19,9.17,1.45,0
242,03:00,6,100,5.45,12.14,1.65,0
242,06:00,6,100,6.19,6.74,1.45,10
242,09:00,6,100,11.84,-2.80,5.65,100
242,12:00,6,100,9.48,-0.76,6.15,120
242,15:00,6,100,11.51,3.56,5.55,60
242,18:00,6,100,6.50,7.27,4.65,0
242,21:00,6,100,7.82,13.19,4.05,0
243,00:00,6,100,6.66,12.73,4.45,0
243,03:00,6,100,14.97,11.03,5.85,0
243,06:00,6,100,8.45,8.30,6.85,10
243,09:00,6,100,13.89,6.71,7.35,30
243,12:00,6,100,9.25,6.39,8.35,20
243,15:00,6,100,13.64,10.25,8.55,10
243,18:00,6,100,13.11,8.89,9.45,0
243,21:00,6,100,23.09,1.83,9.35,0
244,00:00,6,100,12.33,-0.26,6.25,0
244,03:00,6,100,17.81,-1.89,5.65,0
244,06:00,6,100,12.38,1.74,4.85,20
244,09:00,6,100,15.46,0.96,5.75,80
244,12:00,6,100,11.38,5.60,5.75,40
244,15:00,6,100,7.47,6.81,4.65,20
244,18:00,6,100,0.44,4.95,3.65,0
244,21:00,6,100,10.72,-0.46,7.55,0
245,00:00,6,100,3.59,-5.62,4.75,0
245,03:00,6,100,9.67,-3.62,6.35,0
245,06:00,6,100,8.42,0.83,5.45,20
245,09:00,6,100,10.58,0.73,5.95,100
245,12:00,6,100,7.70,0.45,6.95,70
245,15:00,6,100,8.02,2.57,6.65,30
245,18:00,6,100,3.54,5.08,4.95,0
245,21:00,6,100,6.76,6.44,6.55,0
246,00:00,6,100,11.37,2.19,10.05,0
246,03:00,6,100,11.98,2.41,9.85,0
246,06:00,6,100,8.50,3.17,9.95,30
246,09:00,6,100,10.39,4.00,9.05,30
246,12:00,6,100,5.96,4.91,9.55,10
246,15:00,6,100,8.54,6.97,9.45,10
246,18:00,6,100,6.40,5.85,9.15,0
246,21:00,6,100,8.76,6.98,8.55,0
247,00:00,6,100,6.47,5.68,8.05,0
247,03:00,6,100,7.52,6.88,7.25,0
247,06:00,6,100,4.34,7.03,7.25,30
247,09:00,6,100,5.49,8.82,7.65,100
247,12:00,6,100,3.87,6.17,9.25,90
247,15:00,6,100,4.39,7.60,8.95,40
247,18:00,6,100,2.54,6.71,8.35,0
247,21:00,6,100,1.92,9.42,7.65,0
248,00:00,6,100,0.56,8.79,6.05,0
248,03:00,6,100,3.71,13.25,6.75,0
248,06:00,6,100,9.42,10.26,7.55,0
248,09:00,6,100,15.02,2.00,8.45,60
248,12:00,6,100,9.63,0.69,8.45,90
248,15:00,6,100,11.92,4.82,7.75,50
248,18:00,6,100,7.38,6.67,7.45,0
248,21:00,6,100,11.34,8.83,7.25,0
249,00:00,6,100,8.22,7.09,6.85,0
249,03:00,6,100,11.61,10.21,6.25,0
249,06:00,6,100,7.42,9.73,6.75,20
249,09:00,6,100,11.85,13.52,6.05,90
249,12:00,6,100,8.53,9.54,7.45,70
249,15:00,6,100,12.65,12.36,7.05,40
249,18:00,6,100,9.08,11.01,7.75,0
249,21:00,6,100,13.16,13.88,7.55,0
250,00:00,6,100,9.89,9.97,7.35,0
250,03:00,6,100,13.91,11.22,6.15,0
250,06:00,6,100,9.37,9.12,6.15,0
250,09:00,6,100,14.13,10.98,7.35,20
250,12:00,6,100,8.20,10.00,9.15,20
250,15:00,6,100,14.44,9.08,9.85,10
250,18:00,6,100,10.03,6.78,10.25,0
250,21:00,6,100,12.84,6.83,10.25,0
251,00:00,6,100,7.63,3.23,9.95,0
251,03:00,6,100,6.37,2.45,9.35,0
251,06:00,6,100,3.23,2.46,9.25,0
251,09:00,6,100,3.61,3.59,9.25,30
251,12:00,6,100,2.07,2.71,9.95,80
251,15:00,6,100,-0.22,4.59,10.15,40
251,18:00,6,100,-0.67,4.57,9.95,0
251,21:00,6,100,-2.07,6.21,9.95,0
252,00:00,6,100,-2.98,6.45,9.95,0
252,03:00,6,100,-2.64,8.23,9.15,0
252,06:00,6,100,-0.93,7.13,8.15,30
252,09:00,6,100,0.17,8.39,8.75,100
252,12:00,6,100,-0.74,5.25,10.95,100
252,15:00,6,100,-0.80,9.96,10.55,50
252,18:00,6,100,0.83,8.49,9.95,0
252,21:00,6,100,4.65,9.89,8.65,0
253,00:00,6,100,5.66,5.56,8.85,0
253,03:00,6,100,9.38,2.95,9.05,0
253,06:00,6,100,8.30,2.08,7.45,20
253,09:00,6,100,11.24,0.22,6.95,90
253,12:00,6,100,8.04,-0.83,8.25,100
253,15:00,6,100,8.58,2.03,7.15,50
253,18:00,6,100,5.52,5.79,5.25,0
253,21:00,6,100,7.07,8.62,4.85,0
254,00:00,6,100,6.02,7.69,4.35,0
254,03:00,6,100,8.53,9.60,4.05,0
254,06:00,6,100,6.05,9.32,3.55,20
254,09:00,6,100,8.52,10.84,3.85,100
254,12:00,6,100,6.07,9.27,6.35,80
254,15:00,6,100,8.08,10.77,5.95,40
254,18:00,6,100,5.24,8.53,5.65,0
254,21:00,6,100,7.78,11.54,4.65,0
255,00:00,6,100,6.68,9.10,4.15,0
255,03:00,6,100,9.46,9.34,3.35,0
255,06:00,6,100,6.27,7.49,3.55,0
255,09:00,6,100,10.48,8.90,4.65,20
255,12:00,6,100,9.67,6.40,6.15,20
255,15:00,6,100,13.65,4.02,6.35,10
255,18:00,6,100,8.31,6.86,5.85,0
255,21:00,6,100,13.46,4.85,5.85,0
256,00:00,6,100,10.08,3.99,4.65,0
256,03:00,6,100,12.87,3.55,4.65,0
256,06:00,6,100,10.07,6.78,4.45,20
256,09:00,6,100,13.41,3.29,5.05,90
256,12:00,6,100,8.35,1.00,6.15,90
256,15:00,6,100,7.15,4.86,5.35,50
256,18:00,6,100,0.82,6.96,4.25,0
256,21:00,6,100,2.22,12.30,5.25,0
257,00:00,6,100,14.76,11.05,8.65,0
257,03:00,6,100,20.37,1.48,9.15,0
257,06:00,6,100,6.67,-9.84,3.95,10
257,09:00,6,100,5.38,-6.54,4.45,90
257,12:00,6,100,4.70,-0.90,6.25,100
257,15:00,6,100,5.48,0.03,6.25,50
257,18:00,6,100,3.10,-0.80,5.15,0
257,21:00,6,100,1.79,0.34,5.15,0
258,00:00,6,100,-0.13,1.54,4.75,0
258,03:00,6,100,-2.71,3.70,4.25,0
258,06:00,6,100,-3.66,5.04,3.05,10
258,09:00,6,100,-4.96,6.71,3.15,60
258,12:00,6,100,-3.07,5.91,3.55,60
258,15:00,6,100,-2.26,6.26,3.85,30
258,18:00,6,100,-1.21,5.76,4.45,0
258,21:00,6,100,1.03,7.16,5.55,0
259,00:00,6,100,4.41,4.25,5.65,0
259,03:00,6,100,5.11,2.25,5.35,0
259,06:00,6,100,2.65,0.66,5.65,0
259,09:00,6,100,0.83,-1.36,5.75,20
259,12:00,6,100,-0.90,-1.08,6.05,60
259,15:00,6,100,-4.11,-1.00,5.85,30
259,18:00,6,100,-4.45,1.28,4.85,0
259,21:00,6,100,-5.34,2.48,5.25,0
260,00:00,6,100,-6.66,2.99,4.75,0
260,03:00,6,100,-7.79,6.13,4.15,0
260,06:00,6,100,-6.85,5.33,4.45,20
260,09:00,6,100,-5.12,8.83,5.05,70
260,12:00,6,100,-1.23,7.18,7.85,40
260,15:00,6,100,0.96,8.76,8.25,20
260,18:00,6,100,0.54,6.86,8.65,0
260,21:00,6,100,4.70,8.22,9.35,0
261,00:00,6,100,8.29,3.99,10.55,0
261,03:00,6,100,9.63,4.10,10.65,0
261,06:00,6,100,7.07,3.29,10.65,10
261,09:00,6,100,8.19,5.74,11.05,40
261,12:00,6,100,5.43,5.49,12.25,50
261,15:00,6,100,8.40,7.02,12.05,30
261,18:00,6,100,6.45,6.53,11.95,0
261,21:00,6,100,8.62,8.39,11.95,0
262,00:00,6,100,5.69,7.77,11.95,0
262,03:00,6,100,7.96,8.82,11.65,0
262,06:00,6,100,8.39,3.52,10.65,10
262,09:00,6,100,10.04,2.62,10.15,30
262,12:00,6,100,8.01,3.16,10.95,10
262,15:00,6,100,9.08,4.28,10.95,10
